COUNTY,ST_ABBR,avg(median_sale_price_yoy),avg(homes_sold_mom),avg(median_sale_price_mom),avg(homes_sold_yoy),avgHomesSoldTotal,avgMedianSalesTotal,avgHomesSoldTotalScaled,avgMedianSalesTotalScaled
Cass County,MN,0.088638771,0.065129311,0.018736503,0.04534683,0.055238071,0.053687637,0.043539179,4.78E-04
Saginaw County,MI,0.088624415,0.017896923,0.016352134,0.025745516,0.021821219,0.052488274,0.040918785,4.78E-04
Denver County,CO,0.088557456,0.017439381,0.007700766,0.017817771,0.017628576,0.048129111,0.040590018,4.75E-04
Livingston County,MI,0.088523456,0.019293093,0.008238596,0.012274584,0.015783839,0.048381026,0.040445362,4.75E-04
Anderson County,TN,0.088520988,0.025279921,0.013400265,0.066341506,0.045810713,0.050960626,0.042799929,4.77E-04
Steuben County,NY,0.088408276,0.03419239,0.022307166,0.14110054,0.087646465,0.055357721,0.046080494,4.79E-04
Blount County,TN,0.088320762,0.01723227,0.008554745,0.05009496,0.033663615,0.048437753,0.04184741,4.75E-04
Los Angeles County,CA,0.088308836,0.008620063,0.007388859,-0.014519905,-0.002949921,0.047848848,0.038976348,4.75E-04
Hubbard County,MN,0.088236606,0.102355816,0.033922974,0.065047682,0.083701749,0.06107979,0.045771167,4.82E-04
Osage County,OK,0.088226608,0.032146886,0.025050248,0.081242849,0.056694868,0.056638428,0.043653414,4.80E-04
Colleton County,SC,0.088199565,0.043762842,0.042335636,0.086197839,0.064980341,0.0652676,0.044303122,4.85E-04
San Diego County,CA,0.088135994,0.008468087,0.007452548,-0.01635247,-0.003942191,0.047794271,0.038898539,4.75E-04
Yamhill County,OR,0.087898186,0.01967232,0.009601111,0.059400367,0.039536343,0.048749649,0.042307922,4.75E-04
Uvalde County,TX,0.087870446,0.10722541,0.044147117,0.136473262,0.121849336,0.066008782,0.048762523,4.85E-04
Maui County,HI,0.087827964,0.013579929,0.009530525,0.032528819,0.023054374,0.048679245,0.041015483,4.75E-04
Davis County,UT,0.087823058,0.015339116,0.007306999,0.023211933,0.019275524,0.047565028,0.040719164,4.75E-04
St. Martin Parish,LA,0.087714442,0.061390001,0.037068906,0.094302512,0.077846256,0.062391674,0.045312007,4.83E-04
Lee County,NC,0.087711037,0.041784994,0.01497361,0.091653445,0.066719219,0.051342324,0.044439477,4.77E-04
Wilkes County,NC,0.087650803,0.057198735,0.019133477,0.915847903,0.486523319,0.05339214,0.077358555,4.78E-04
Clinton County,IL,0.087648065,0.060953416,0.041553567,0.040935786,0.050944601,0.064600816,0.043202505,4.84E-04
Jefferson County,OH,0.08762337,0.031520146,0.032045439,0.078499212,0.055009679,0.059834404,0.043521269,4.82E-04
Pickens County,SC,0.087569124,0.029989952,0.010993743,0.073268734,0.051629343,0.049281433,0.043256199,4.76E-04
Lubbock County,TX,0.087411063,0.010688793,0.009766734,15.64231819,7.826503491,0.048588899,0.65292555,4.75E-04
Jefferson County,IL,0.087409047,0.052760207,0.04498438,0.071894624,0.062327415,0.066196714,0.044095092,4.85E-04
Coos County,OR,0.08734337,0.023213697,0.013831009,0.060513673,0.041863685,0.050587189,0.042490422,4.77E-04
Williamsburg,VA,0.087301098,0.131874145,0.051070861,0.151574236,0.141724191,0.06918598,0.050321017,4.87E-04
Tipton County,TN,0.087293107,0.03318308,0.01369097,0.056898807,0.045040943,0.050492039,0.042739567,4.76E-04
Glynn County,GA,0.087242174,0.027193992,0.013329501,0.063948279,0.045571135,0.050285838,0.042781143,4.76E-04
Eau Claire County,WI,0.087198067,0.021680564,0.008870767,-0.023878192,-0.001098814,0.048034417,0.039121503,4.75E-04
Platte County,WY,0.08712906,0.201966397,0.048549637,0.330904656,0.266435527,0.067839349,0.060100298,4.86E-04
Providence County,RI,0.087033456,0.012325325,0.007905182,0.027608033,0.019966679,0.047469319,0.040773361,4.75E-04
Ingham County,MI,0.087001492,0.015311945,0.01040019,0.024362187,0.019837066,0.048700841,0.040763197,4.75E-04
Caroline County,MD,0.086909538,0.043164474,0.023328968,0.076662162,0.059913318,0.055119253,0.04390579,4.79E-04
Los Alamos County,NM,0.0868637,0.048711378,0.022528608,0.081556213,0.065133795,0.054696154,0.044315155,4.79E-04
Trempealeau County,WI,0.086849903,0.13746291,0.019984305,0.176941833,0.157202371,0.053417104,0.051534743,4.78E-04
Chisago County,MN,0.086828404,0.030597341,0.0109193,0.035089438,0.03284339,0.048873852,0.041783092,4.76E-04
Washtenaw County,MI,0.086798359,0.021153507,0.009383341,0.015807573,0.01848054,0.04809085,0.040656825,4.75E-04
Knox County,ME,0.086711555,0.047809487,0.022115439,0.196317689,0.122063588,0.054413497,0.048779324,4.79E-04
Sonoma County,CA,0.086672977,0.013613945,0.007542774,-0.003466908,0.005073519,0.047107876,0.039605509,4.75E-04
Morgan County,IN,0.086601787,0.031560776,0.009696864,0.044936263,0.038248519,0.048149325,0.042206937,4.75E-04
Lincoln County,NE,0.086440651,0.036218587,0.021277527,0.421117107,0.228667847,0.053859089,0.057138732,4.78E-04
Waldo County,ME,0.086369002,0.060259252,0.019374,0.176134539,0.118196896,0.052871501,0.048476116,4.78E-04
Polk County,OR,0.086147339,0.026358965,0.009333622,0.068573531,0.047466248,0.04774048,0.042929749,4.75E-04
Cambria County,PA,0.086020204,0.055294165,0.058116839,0.258372834,0.156833499,0.072068522,0.051505818,4.89E-04
Tioga County,NY,0.086001012,0.117953423,0.036307734,0.532111591,0.325032507,0.061154373,0.064695199,4.82E-04
Sussex County,NJ,0.085987929,0.010249624,0.010761858,0.018675016,0.01446232,0.048374893,0.040341735,4.75E-04
Oxford County,ME,0.085968371,0.034516098,0.012382816,0.258957981,0.14673704,0.049175593,0.050714101,4.76E-04
Josephine County,OR,0.085968122,0.019289722,0.009056752,0.035086621,0.027188172,0.047512437,0.041339636,4.75E-04
Snyder County,PA,0.085858101,0.175223121,0.05843442,0.479480353,0.327351737,0.072146261,0.064877063,4.89E-04
Wood County,TX,0.085855914,0.037737031,0.019722271,0.201123875,0.119430453,0.052789092,0.048572846,4.78E-04
Waupaca County,WI,0.085766176,0.044256883,0.017544169,0.040388047,0.042322465,0.051655173,0.042526397,4.77E-04
Walker County,AL,0.08567148,0.065887054,0.037562276,0.159312368,0.112599711,0.061616878,0.048037211,4.83E-04
Uintah County,UT,0.085638846,0.050097563,0.012443955,0.074248875,0.062173219,0.049041401,0.044083001,4.76E-04
Erie County,PA,0.085623319,0.024313321,0.008972655,6.363027865,3.193670593,0.047297987,0.289640412,4.75E-04
Franklin County,NC,0.085547824,0.037631515,0.011147061,0.132958626,0.08529507,0.048347442,0.045896108,4.75E-04
Garrett County,MD,0.085469239,0.040333657,0.032326363,0.080618798,0.060476227,0.058897801,0.04394993,4.81E-04
Hancock County,IN,0.085439406,0.030015469,0.009284809,0.071345664,0.050680566,0.047362107,0.0431818,4.75E-04
Clay County,FL,0.085334775,0.023558173,0.008051504,0.053255032,0.038406603,0.04669314,0.042219333,4.74E-04
Jackson County,OR,0.085313935,0.013516288,0.007714313,0.026565414,0.020040851,0.046514124,0.040779177,4.74E-04
Cherokee County,TX,0.085308526,0.085820396,0.026994775,0.355105007,0.220462702,0.056151651,0.056495323,4.80E-04
Sequoyah County,OK,0.085285635,0.061998583,0.033602639,0.311965023,0.186981803,0.059444137,0.053869907,4.81E-04
Manitowoc County,WI,0.085193575,0.023971324,0.014889123,0.038761369,0.031366347,0.050041349,0.041667269,4.76E-04
Wasco County,OR,0.08502581,0.092351511,0.015617567,0.101067802,0.096709657,0.050321689,0.046791187,4.76E-04
Seneca County,NY,0.084957815,0.063973218,0.044060017,0.053575749,0.058774484,0.064508916,0.043816488,4.84E-04
Dodge County,WI,0.084949181,0.032901798,0.012925947,0.037515578,0.035208688,0.048937564,0.041968568,4.76E-04
Green County,WI,0.084894416,0.037499739,0.019701577,0.007198046,0.022348892,0.052297997,0.040960163,4.77E-04
Spencer County,KY,0.084850776,0.074625598,0.016845281,0.073171544,0.073898571,0.050848029,0.045002448,4.77E-04
Burnet County,TX,0.084825944,0.066902129,0.035453242,0.177856782,0.122379456,0.060139593,0.048804093,4.82E-04
Clatsop County,OR,0.084825883,0.032535672,0.010793682,0.078839624,0.055687648,0.047809783,0.043574432,4.75E-04
Anderson County,KY,0.084766183,0.046668922,0.026153324,0.070890178,0.05877955,0.055459753,0.043816885,4.79E-04
Pottawatomie County,OK,0.084766035,0.029657665,0.02053093,0.062067224,0.045862444,0.052648483,0.042803986,4.78E-04
Williamson County,TX,0.084657233,0.024275399,0.006521032,0.057220607,0.040748003,0.045589133,0.042402935,4.74E-04
Tarrant County,TX,0.084612022,0.015179127,0.006933419,0.027126645,0.021152886,0.04577272,0.040866377,4.74E-04
Prince George's County,MD,0.084540624,0.008840426,0.007334883,0.006811805,0.007826116,0.045937753,0.039821354,4.74E-04
Marinette County,WI,0.084514936,0.053380331,0.017090552,0.066038825,0.059709578,0.050802744,0.043889813,4.77E-04
Beauregard Parish,LA,0.084492983,0.300639767,0.045189137,0.767581074,0.534110421,0.06484106,0.081090114,4.84E-04
Marion County,IN,0.08446095,0.015080548,0.008056492,0.033131611,0.02410608,0.046258721,0.041097953,4.74E-04
Richmond City County,VA,0.084449192,0.020120423,0.011462147,0.026752348,0.023436385,0.047955669,0.041045439,4.75E-04
Placer County,CA,0.084295238,0.014037451,0.006775892,-0.0016667,0.006185375,0.045535565,0.039692695,4.74E-04
King County,WA,0.08428463,0.017079854,0.007915854,0.020176969,0.018628412,0.046100242,0.04066842,4.74E-04
Baker County,FL,0.084254457,0.157581706,0.023511349,0.246203484,0.201892595,0.053882903,0.055039142,4.78E-04
Marshall County,KS,0.084242424,0.5,0.74040404,-0.25,0.125,0.412323232,0.049009584,6.78E-04
Morton County,ND,0.084206171,0.105623126,0.01321773,1.082573663,0.594098394,0.04871195,0.085794091,4.75E-04
Nassau County,FL,0.084205913,0.034866247,0.0117835,0.102002685,0.068434466,0.047994707,0.044573978,4.75E-04
Charleston County,SC,0.084183025,0.019209561,0.007421856,0.046656452,0.032933007,0.04580244,0.04179012,4.74E-04
Mesa County,CO,0.084163857,0.090510189,0.022299539,1.318310788,0.704410488,0.053231698,0.09444425,4.78E-04
Fayette County,GA,0.08412242,0.021669951,0.010602794,0.039902896,0.030786424,0.047362607,0.041621795,4.75E-04
Lincoln Parish,LA,0.08412152,0.056494703,0.011236747,0.15115626,0.103825482,0.047679134,0.047349177,4.75E-04
Hidalgo County,TX,0.084059182,0.012761226,0.007034602,0.071714886,0.042238056,0.045546892,0.042519778,4.74E-04
Dale County,AL,0.084042139,0.059713214,0.031258603,0.130822626,0.09526792,0.057650371,0.046678133,4.80E-04
Kandiyohi County,MN,0.084022642,0.045579181,0.021249884,0.036711846,0.041145513,0.052636263,0.042434106,4.78E-04
Wyoming County,NY,0.083959363,0.049834907,0.030233101,0.073304038,0.061569473,0.057096232,0.044035658,4.80E-04
Bay County,MI,0.08394639,0.024475042,0.014309612,0.031584907,0.028029975,0.049128001,0.041405647,4.76E-04
Asotin County,WA,0.083930058,0.058549697,0.016844539,0.085637448,0.072093572,0.050387299,0.044860908,4.76E-04
Chelan County,WA,0.083899199,0.049222305,0.012848171,0.145455961,0.097339133,0.048373685,0.046840547,4.75E-04
Berrien County,MI,0.083851813,0.02871482,0.012997019,0.050727677,0.039721249,0.048424416,0.042322422,4.75E-04
Jackson County,MS,0.083835785,0.018821026,0.012059278,0.056049757,0.037435392,0.047947531,0.042143176,4.75E-04
Rice County,MN,0.083825407,0.033080188,0.010754358,0.025713139,0.029396663,0.047289882,0.041512816,4.75E-04
Carter County,OK,0.083822765,0.051777553,0.034189628,0.105432974,0.078605263,0.059006197,0.045371525,4.81E-04
Wilson County,NC,0.083778113,0.026053745,0.016865021,0.075867146,0.050960446,0.050321567,0.043203747,4.76E-04
Albany County,WY,0.083772069,0.203876079,0.027343079,1.069537893,0.636706986,0.055557574,0.089135258,4.79E-04
Licking County,OH,0.083519757,0.023769653,0.009443077,0.046224543,0.034997098,0.046481417,0.041951976,4.74E-04
Portsmouth,VA,0.083506938,0.023430927,0.009640373,0.053979731,0.038705329,0.046573655,0.042242758,4.74E-04
Alamance County,NC,0.083429857,0.027640538,0.011400915,0.099789797,0.063715168,0.047415386,0.044203913,4.75E-04
Houston County,GA,0.083392663,0.037975404,0.01101415,1.005379256,0.52167733,0.047203406,0.080115169,4.75E-04
Hancock County,ME,0.083379524,0.051757993,0.015683616,0.136479665,0.094118829,0.04953157,0.046588026,4.76E-04
Orange County,CA,0.083376981,0.010630776,0.007484968,-5.21E-04,0.005054855,0.045430974,0.039604045,4.74E-04
Johnson County,IN,0.083360102,0.023445054,0.009424373,0.033001226,0.02822314,0.046392237,0.041420794,4.74E-04
Pender County,NC,0.083265975,0.031215668,0.007098622,0.065250818,0.048233243,0.045182298,0.042989893,4.74E-04
El Dorado County,CA,0.08324687,0.016585549,0.00750753,0.013343703,0.014964626,0.0453772,0.040381123,4.74E-04
Union County,NC,0.083223406,0.022003012,0.008579403,0.007783684,0.014893348,0.045901405,0.040375534,4.74E-04
Orleans County,NY,0.083220225,0.044079042,0.024508474,0.042930716,0.043504879,0.05386435,0.042619116,4.78E-04
Pierce County,WI,0.083210679,0.052906842,0.01445467,0.05280064,0.052853741,0.048832675,0.043352211,4.76E-04
Buchanan County,MO,0.08316479,0.034262243,0.01839979,0.103457608,0.068859925,0.05078229,0.044607341,4.77E-04
Barron County,WI,0.083136732,0.056216176,0.014164389,0.04114745,0.048681813,0.048650561,0.043025067,4.75E-04
Pennington County,SD,0.083134143,0.046091256,0.008437961,9.105169658,4.575630457,0.045786052,0.398007256,4.74E-04
Belmont County,OH,0.083070366,0.040365051,0.042989771,0.053618385,0.046991718,0.063030069,0.042892538,4.83E-04
Aiken County,SC,0.082945694,0.017671101,0.008438017,0.042986911,0.030329006,0.045691856,0.041585926,4.74E-04
Somerset County,ME,0.082725822,0.042514146,0.023280189,0.216695608,0.129604877,0.053003005,0.049370677,4.78E-04
Nash County,NC,0.082709941,0.027352747,0.012936779,0.359095749,0.193224248,0.04782336,0.054359411,4.75E-04
Denton County,TX,0.082684681,0.021900317,0.00696694,0.051134263,0.03651729,0.04482581,0.042071182,4.73E-04
Iredell County,NC,0.08267237,0.02108026,0.008188842,0.043398956,0.032239608,0.045430606,0.041735747,4.74E-04
Carroll County,AR,0.082610043,0.064808184,0.022010147,0.089278137,0.077043161,0.052310095,0.045249032,4.77E-04
Winnebago County,WI,0.082581929,0.021854517,0.007652237,0.004254943,0.01305473,0.045117083,0.040231358,4.73E-04
Pointe Coupee Parish,LA,0.082496612,0.098274957,0.047735828,0.110756015,0.104515486,0.06511622,0.047403284,4.85E-04
Collin County,TX,0.082480135,0.02028169,0.006723275,0.041406156,0.030843923,0.044601705,0.041626303,4.73E-04
Fairfield County,OH,0.082423909,0.023519689,0.009864462,0.049806141,0.036662915,0.046144185,0.042082602,4.74E-04
Montgomery County,OH,0.082311616,0.015513293,0.010453266,0.029178529,0.022345911,0.046382441,0.040959929,4.74E-04
Anoka County,MN,0.082225977,0.017878966,0.007406278,0.018787084,0.018333025,0.044816127,0.040645257,4.73E-04
Caledonia County,VT,0.082209858,0.075334477,0.025703893,0.106459339,0.090896908,0.053956875,0.046335378,4.78E-04
Otter Tail County,MN,0.082184159,0.057331559,0.019874547,0.044538843,0.050935201,0.051029353,0.043201768,4.77E-04
Washington County,OR,0.082166077,0.01652431,0.006904305,0.02075267,0.01863849,0.044535191,0.04066921,4.73E-04
Calloway County,KY,0.082116269,0.046455577,0.015131044,0.558449886,0.302452731,0.048623657,0.062924599,4.75E-04
Defiance County,OH,0.082033824,0.044151788,0.021779727,0.042760275,0.043456032,0.051906775,0.042615286,4.77E-04
Mendocino County,CA,0.081965754,0.029820303,0.011455806,0.07063134,0.050225821,0.04671078,0.043146141,4.74E-04
Codington County,SD,0.081936122,0.055575216,0.025185499,0.671422006,0.363498611,0.05356081,0.067711532,4.78E-04
Craighead County,AR,0.081921715,0.043614046,0.008116393,0.676482488,0.360048267,0.045019054,0.067440972,4.73E-04
Miami County,OH,0.081890794,0.018608766,0.012148323,0.038673568,0.028641167,0.047019559,0.041453574,4.75E-04
Tom Green County,TX,0.081867911,0.243942435,-0.003532558,13.30200924,6.772975835,0.039167676,0.570312827,4.70E-04
Marquette County,MI,0.081828398,0.042785907,0.017135991,0.843378902,0.443082404,0.049482194,0.073952121,4.76E-04
Guilford County,NC,0.081795407,0.007991273,0.006872438,0.02027089,0.014131082,0.044333922,0.04031576,4.73E-04
Cass County,MO,0.081782934,0.02389923,0.008785644,0.040266609,0.03208292,0.045284289,0.04172346,4.74E-04
Blount County,AL,0.081764589,0.034079565,0.011788758,0.073528626,0.053804096,0.046776674,0.043426733,4.74E-04
Franklin County,OH,0.081759757,0.013905097,0.00769866,0.028463978,0.021184537,0.044729208,0.040868859,4.73E-04
Herkimer County,NY,0.081442216,0.068526046,0.030495909,0.126208529,0.097367288,0.055969063,0.046842755,4.80E-04
Monroe County,MI,0.08143108,0.021096315,0.010704707,0.026273933,0.023685124,0.046067894,0.041064944,4.74E-04
Wilson County,TN,0.081415843,0.018012254,0.00647063,0.022881317,0.020446785,0.043943237,0.040811008,4.73E-04
Trumbull County,OH,0.08137663,0.01365793,0.010411248,0.027047028,0.020352479,0.045893939,0.040803613,4.74E-04
Lincoln County,MO,0.081350997,0.036524848,0.00846733,0.040683833,0.03860434,0.044909163,0.042234839,4.73E-04
Durham County,NC,0.081288368,0.02217007,0.007120502,0.04254699,0.03235853,0.044204435,0.041745072,4.73E-04
Woodbury County,IA,0.081053279,0.098760411,0.011057322,3.842780535,1.970770473,0.0460553,0.193746291,4.74E-04
Harrison County,MS,0.081043379,0.018211642,0.009565341,0.059034417,0.038623029,0.04530436,0.042236305,4.74E-04
Aroostook County,ME,0.081028977,0.051368292,0.026761836,0.161316158,0.106342225,0.053895407,0.047546528,4.78E-04
Butte County,CA,0.081024374,0.013555176,0.008663529,0.003994353,0.008774765,0.044843951,0.039895743,4.73E-04
Mahoning County,OH,0.080977996,0.017084951,0.011955285,0.032932486,0.025008719,0.04646664,0.041168734,4.74E-04
Iberville Parish,LA,0.080895191,0.109073308,0.043929068,0.19638951,0.152731409,0.06241213,0.051184151,4.83E-04
St. Francois County,MO,0.080865242,0.028053874,0.016846337,0.037278414,0.032666144,0.04885579,0.041769193,4.76E-04
Salem County,NJ,0.080778996,0.036983739,0.024570883,0.092579763,0.064781751,0.052674939,0.044287549,4.78E-04
Dona Ana County,NM,0.080723747,0.153637685,0.025421967,1.143174687,0.648406186,0.053072857,0.090052654,4.78E-04
Nevada County,CA,0.080670694,0.019271369,0.007672121,0.020545907,0.019908638,0.044171407,0.040768809,4.73E-04
Crow Wing County,MN,0.080571449,0.033315301,0.012865943,0.027080063,0.030197682,0.046718696,0.041575628,4.74E-04
Cherokee County,OK,0.08042723,0.034195041,0.022757118,0.055682465,0.044938753,0.051592174,0.042731554,4.77E-04
Lee County,IA,0.080320995,0.062579173,0.034263264,0.030268472,0.046423823,0.05729213,0.042848006,4.80E-04
St. Louis City County,MO,0.080294665,0.016580067,0.010857709,0.020684252,0.01863216,0.045576187,0.040668714,4.74E-04
Clackamas County,OR,0.080257363,0.013772107,0.006787893,0.023989888,0.018880997,0.043522628,0.040688227,4.73E-04
Washington County,VA,0.080223538,0.052776381,0.027310076,0.369436901,0.211106641,0.053766807,0.055761665,4.78E-04
Latah County,ID,0.080223115,0.068337046,0.013035518,0.063551249,0.065944147,0.046629317,0.044378699,4.74E-04
Chemung County,NY,0.080207348,0.181232532,0.032101723,1.70798684,0.944609686,0.056154536,0.113279551,4.80E-04
Coryell County,TX,0.080190982,0.030463819,0.014171703,0.089974126,0.060218973,0.047181343,0.043929758,4.75E-04
Beltrami County,MN,0.080174996,0.041392537,0.018395482,0.050027617,0.045710077,0.049285239,0.042792038,4.76E-04
Effingham County,GA,0.080165231,0.024123818,0.00878397,0.109893468,0.067008643,0.044474601,0.044462172,4.73E-04
Greene County,NY,0.080141968,0.071138265,0.019775605,0.216367058,0.143752661,0.049958786,0.05048008,4.76E-04
Dyer County,TN,0.080121113,0.047163302,0.030418377,0.071977563,0.059570432,0.055269745,0.043878902,4.79E-04
Taos County,NM,0.080090854,0.042351775,0.025248929,0.297847572,0.170099674,0.052669891,0.05254609,4.78E-04
Fredericksburg,VA,0.08003405,0.058167553,0.016074453,0.064778814,0.061473184,0.048054252,0.044028107,4.75E-04
Strafford County,NH,0.07995011,0.019204461,0.007961298,0.025887277,0.022545869,0.043955704,0.040975609,4.73E-04
Grant County,WI,0.079897727,0.05009221,0.022123058,0.064710229,0.057401219,0.051010392,0.043708803,4.77E-04
Larimer County,CO,0.079782997,0.021762315,0.006813209,0.024105742,0.022934029,0.043298103,0.041006046,4.72E-04
Clay County,MO,0.079777099,0.017026746,0.008567132,0.025907962,0.021467354,0.044172115,0.040891037,4.73E-04
New Haven County,CT,0.079670336,0.01119197,0.008383496,-9.34E-04,0.00512899,0.044026916,0.039609858,4.73E-04
Hamilton County,OH,0.079645604,0.011701286,0.007909041,0.016180675,0.013940981,0.043777322,0.040300854,4.73E-04
Bay County,FL,0.079611309,0.019431951,0.007783531,0.07783809,0.048635021,0.04369742,0.043021398,4.73E-04
Mobile County,AL,0.079571148,0.072678805,0.016699139,0.822120789,0.447399797,0.048135144,0.074290671,4.75E-04
St. Landry Parish,LA,0.07947677,0.051630903,0.049824055,0.084902346,0.068266625,0.064650412,0.044560817,4.84E-04
Ramsey County,MN,0.079442155,0.017702359,0.007214604,0.018000376,0.017851368,0.043328379,0.040607488,4.72E-04
Lane County,OR,0.079391898,0.017122925,0.006575955,0.031551279,0.024337102,0.042983927,0.041116069,4.72E-04
Yakima County,WA,0.079319365,0.065338279,4.06E-05,3.166098322,1.6157183,0.039680006,0.165904757,4.70E-04
Beaufort County,SC,0.079286123,0.018833743,0.007852635,0.060798781,0.039816262,0.043569379,0.042329872,4.73E-04
San Luis Obispo County,CA,0.079263141,0.016642159,0.007504268,-5.05E-04,0.008068678,0.043383704,0.039840375,4.73E-04
Kennebec County,ME,0.079180491,0.041563732,0.008951619,0.110257575,0.075910654,0.044066055,0.045160226,4.73E-04
Jefferson County,WV,0.079150084,0.032104958,0.012585122,0.068249215,0.050177087,0.045867603,0.04314232,4.74E-04
LaPorte County,IN,0.07896566,0.021701753,0.015946977,0.042378156,0.032039955,0.047456318,0.041720091,4.75E-04
Clark County,KY,0.078953864,0.038769251,0.01739148,0.075849719,0.057309485,0.048172672,0.043701609,4.75E-04
Milwaukee County,WI,0.078924743,0.012694472,0.006649227,0.007791723,0.010243097,0.042786985,0.040010883,4.72E-04
Merrimack County,NH,0.078920349,0.023427125,0.007974872,0.028424202,0.025925664,0.04344761,0.041240636,4.73E-04
Escambia County,FL,0.078880975,0.015507105,0.008075099,0.060939576,0.03822334,0.043478037,0.042204963,4.73E-04
Goodhue County,MN,0.07884659,0.040008665,0.012962572,0.0391823,0.039595482,0.045904581,0.04231256,4.74E-04
Hays County,TX,0.078844257,0.028349842,0.00756317,0.097213253,0.062781547,0.043203714,0.044130703,4.72E-04
Walworth County,WI,0.078811333,0.027718579,0.010603149,0.036733656,0.032226117,0.044707241,0.041734689,4.73E-04
Knox County,TN,0.078788202,0.015320265,0.007160634,0.045582577,0.030451421,0.042974418,0.041595525,4.72E-04
Passaic County,NJ,0.078784366,0.007845443,0.006689801,-0.010277983,-0.00121627,0.042737083,0.039112293,4.72E-04
Wabasha County,MN,0.078778518,0.104706077,0.022049097,0.06924389,0.086974984,0.050413808,0.046027839,4.76E-04
Essex County,NJ,0.078755017,0.009309194,0.008532637,-0.001857609,0.003725792,0.043643827,0.039499826,4.73E-04
Sandusky County,OH,0.078607739,0.097050714,0.028397606,0.279581086,0.1883159,0.053502673,0.053974521,4.78E-04
Orange County,VT,0.078607071,0.073724549,0.019098403,0.108796664,0.091260607,0.048852737,0.046363898,4.76E-04
Island County,WA,0.078553994,0.023275787,0.008532601,0.054117526,0.038696656,0.043543298,0.042242078,4.73E-04
Lewis County,NY,0.078522297,0.104224481,0.028794992,0.11588453,0.110054505,0.053658645,0.047837628,4.78E-04
Franklin County,MO,0.078491809,0.025487567,0.010965148,0.023673919,0.024580743,0.044728478,0.041135174,4.73E-04
Jackson County,IN,0.078479163,0.031699971,0.015279206,0.05581492,0.043757446,0.046879185,0.042638922,4.74E-04
Bedford County,VA,0.078467756,0.037705588,0.012663388,0.172162772,0.10493418,0.045565572,0.047436116,4.74E-04
Clinton County,MI,0.07845623,0.030701288,0.015002205,0.048645148,0.039673218,0.046729218,0.042318655,4.74E-04
Boulder County,CO,0.078450002,0.024269022,0.007510537,0.0194612,0.021865111,0.04298027,0.040922227,4.72E-04
Marathon County,WI,0.078415985,0.018769637,0.009744254,-0.00565645,0.006556594,0.04408012,0.039721804,4.73E-04
Lucas County,OH,0.07839087,0.013106274,0.011114275,0.021903709,0.017504992,0.044752573,0.040580327,4.73E-04
Rockwall County,TX,0.07823078,0.027924023,0.006997631,0.073451374,0.050687699,0.042614206,0.04318236,4.72E-04
Dakota County,MN,0.078163033,0.02036281,0.007484165,0.022868045,0.021615427,0.042823599,0.040902648,4.72E-04
Travis County,TX,0.07806305,0.01843726,0.006426379,0.022138159,0.020287709,0.042244714,0.040798534,4.72E-04
Boone County,IN,0.078043572,0.029657913,0.016363035,0.05493528,0.042296597,0.047203303,0.042524369,4.75E-04
Granville County,NC,0.078040911,0.04696181,0.012915241,0.071437247,0.059199529,0.045478076,0.043849818,4.74E-04
Campbell County,KY,0.0779179,0.022507604,0.011396765,0.045566544,0.034037074,0.044657333,0.041876695,4.73E-04
Sawyer County,WI,0.07791775,0.078015026,0.025716947,0.101325051,0.089670038,0.051817348,0.046239173,4.77E-04
Wayne County,PA,0.077881656,0.054438188,0.014361681,0.273744411,0.164091299,0.046121668,0.052074941,4.74E-04
Rockingham County,NH,0.077808005,0.020410274,0.007381056,0.023118543,0.021764408,0.042594531,0.04091433,4.72E-04
Story County,IA,0.077708409,0.080341445,0.01376958,0.253456938,0.166899192,0.045738995,0.052295123,4.74E-04
Geary County,KS,0.077686465,0.110538544,0.033396175,0.508077488,0.309308016,0.05554132,0.063462158,4.79E-04
Falls Church,VA,0.077650229,0.104511193,0.027088473,0.068781685,0.086646439,0.052369351,0.046002076,4.78E-04
Whatcom County,WA,0.077605657,0.018229793,0.007749868,0.035938773,0.027084283,0.042677763,0.04133149,4.72E-04
Morgan County,AL,0.07760153,0.020579726,0.011771559,0.539619012,0.280099369,0.044686544,0.061171752,4.73E-04
Westmoreland County,VA,0.077500159,0.070650529,0.015166086,0.146988966,0.108819748,0.046333122,0.047740804,4.74E-04
Duchesne County,UT,0.077497328,0.088689806,0.025197733,0.137081878,0.112885842,0.05134753,0.048059648,4.77E-04
Tompkins County,NY,0.077490036,0.217327609,0.019820399,1.134044761,0.675686185,0.048655218,0.092191825,4.75E-04
Grafton County,NH,0.077479372,0.030019101,0.012413057,0.052241244,0.041130172,0.044946215,0.042432903,4.73E-04
Camden County,MO,0.077467044,0.048158197,0.009960077,0.168731762,0.10844498,0.04371356,0.047711416,4.73E-04
Andrews County,TX,0.077411791,0.11693115,0.034943373,0.430590897,0.273761024,0.056177582,0.060674729,4.80E-04
Anderson County,SC,0.077394212,0.023282472,0.009137906,0.070492062,0.046887267,0.043266059,0.042884348,4.72E-04
Washington County,TX,0.077364378,0.066945034,0.023253725,0.192048858,0.129496946,0.050309052,0.049362213,4.76E-04
Frederick County,VA,0.077329125,0.018373017,0.008558285,0.03431305,0.026343033,0.042943705,0.041273365,4.72E-04
Newport County,RI,0.077313121,0.029763423,0.011383372,0.045566724,0.037665074,0.044348247,0.042161186,4.73E-04
